City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Country
357,luwuk,-0.9516,122.7875,84.11,74,100,6.82,overcast clouds,ID
358,saint-augustin,51.226,-58.6502,51.26,81,100,14.47,overcast clouds,CA
359,uyuni,-20.4597,-66.825,40.26,22,7,1.05,clear sky,BO
360,kruisfontein,-34.0033,24.7314,47.95,71,67,5.95,broken clouds,ZA
361,waddan,29.1614,16.139,78.06,39,72,5.84,broken clouds,LY
362,kalabo,-14.97,22.6814,49.68,37,3,6.29,clear sky,ZM
363,chapleau,47.8405,-83.4034,56.32,88,32,4.94,light rain,CA
364,petrovac,44.3769,21.4192,55.58,86,34,3.91,scattered clouds,RS
365,smestad,59.9333,10.6667,59.67,1,35,3.33,scattered clouds,NO
366,saint anthony,45.0205,-93.218,82.72,53,75,8.72,broken clouds,US
367,lasa,46.6166,10.7002,56.14,94,31,1.97,scattered clouds,IT
368,mount isa,-20.7333,139.5,65.97,52,10,17.27,clear sky,AU
369,sibu,2.3,111.8167,89.56,65,28,2.39,scattered clouds,MY
370,tocopilla,-22.092,-70.1979,63.77,70,38,3.67,scattered clouds,CL
371,mareeba,-17.0,145.4333,81.32,62,35,2.64,scattered clouds,AU
372,nabire,-3.3667,135.4833,83.71,74,78,2.57,broken clouds,ID
373,creel,27.75,-107.6333,51.93,76,100,2.28,overcast clouds,MX
374,kattivakkam,13.2167,80.3167,85.06,87,100,7.25,overcast clouds,IN
375,ban dung,17.699,103.2596,90.88,72,100,3.38,overcast clouds,TH
376,aksu,41.1231,80.2644,79.65,25,40,2.66,scattered clouds,CN
377,hovd,48.0056,91.6419,73.56,30,13,0.4,few clouds,MN
378,hambantota,6.1241,81.1185,79.14,94,90,15.61,overcast clouds,LK
379,huai thalaeng,14.997,102.6475,93.87,53,100,9.71,overcast clouds,TH
380,kalmunai,7.4167,81.8167,81.07,80,100,3.47,overcast clouds,LK
381,praia da vitoria,38.7333,-27.0667,60.76,80,4,7.05,clear sky,PT
382,warrnambool,-38.3833,142.4833,54.81,51,10,16.49,clear sky,AU
383,baykit,61.67,96.37,48.4,53,100,4.56,overcast clouds,RU
384,bahia honda,22.9036,-83.1592,78.19,80,6,5.14,clear sky,CU
385,khor,47.8861,134.9464,53.56,96,100,2.26,moderate rain,RU
386,boyolangu,-8.1181,111.8935,82.62,70,86,2.73,overcast clouds,ID
387,saldanha,-33.0117,17.9442,57.16,59,83,6.26,broken clouds,ZA
388,querfurt,51.3833,11.6,67.62,80,100,2.19,overcast clouds,DE
389,morondava,-20.2833,44.2833,67.86,84,7,5.35,clear sky,MG
390,beringovskiy,63.05,179.3167,35.44,86,80,5.59,broken clouds,RU
391,halifax,44.6453,-63.5724,59.41,88,100,1.01,overcast clouds,CA
392,christchurch,-43.5333,172.6333,61.48,74,8,1.99,clear sky,NZ
393,agadez,19.75,10.25,88.99,10,4,6.22,clear sky,NE
394,hami,42.8,93.45,89.35,9,41,2.24,scattered clouds,CN
395,lapua,62.9693,23.0088,51.48,80,71,2.26,broken clouds,FI
396,cap malheureux,-19.9842,57.6142,76.1,74,9,21.83,clear sky,MU
397,harper,4.375,-7.7169,79.34,87,100,6.04,overcast clouds,LR
398,shelburne,44.0787,-80.2041,62.13,91,2,5.82,clear sky,CA
399,ancud,-41.8697,-73.8203,49.23,87,100,12.84,light rain,CL
400,sunyani,7.3399,-2.3268,73.31,98,30,3.71,scattered clouds,GH
401,ilulissat,69.2167,-51.1,35.62,80,75,6.91,broken clouds,GL
402,santa rosa,14.3122,121.1114,91.09,68,100,6.38,overcast clouds,PH
403,rupert,42.6191,-113.6772,93.09,30,4,3.83,clear sky,US
404,bagepalli,13.7847,77.7931,73.74,74,100,2.19,overcast clouds,IN
405,beidao,34.5686,105.8933,72.09,29,44,2.51,scattered clouds,CN
406,asfi,32.2994,-9.2372,62.82,75,94,12.26,overcast clouds,MA
407,kisangani,0.5167,25.2,69.37,97,100,0.85,overcast clouds,CD
408,san isidro,-12.1167,-77.05,64.02,89,25,6.17,scattered clouds,PE
409,abashiri,44.0213,144.2697,61.05,79,100,26.98,light rain,JP
410,liverpool,53.4106,-2.9779,54.14,75,30,1.01,scattered clouds,GB
411,yatou,37.15,122.3833,72.95,38,0,17.65,clear sky,CN
412,honningsvag,70.9821,25.9704,47.37,79,0,17.38,clear sky,NO
413,vermilion,40.1667,-87.7506,75.54,50,1,6.8,clear sky,US
414,katobu,-4.9408,122.5276,80.2,84,100,8.23,moderate rain,ID
415,nemuro,43.3236,145.575,52.16,94,100,26.84,moderate rain,JP
416,khandyga,62.6667,135.6,73.94,23,98,4.16,overcast clouds,RU
417,talnakh,69.4865,88.3972,33.39,100,100,4.76,light snow,RU
418,cefalu,38.0386,14.0229,69.55,77,4,3.0,clear sky,IT
419,taoudenni,22.6783,-3.9836,92.48,25,100,24.45,overcast clouds,ML
420,montego bay,18.4712,-77.9188,77.79,82,5,7.9,clear sky,JM
421,namatanai,-3.6667,152.4333,84.72,69,99,3.04,overcast clouds,PG
422,klaksvik,62.2266,-6.589,49.12,96,22,17.02,few clouds,FO
423,kouroussa,10.65,-9.8833,76.57,80,7,5.01,clear sky,GN
424,areosa,41.7178,-8.8571,55.24,80,59,12.82,broken clouds,PT
425,smoljan,43.0924,19.2286,38.98,93,0,0.6,clear sky,ME
426,taga,46.95,24.05,52.3,87,25,1.63,scattered clouds,RO
427,ayr,55.4627,-4.6339,52.5,87,40,12.66,scattered clouds,GB
428,vila,42.0304,-8.1588,42.93,85,43,4.12,scattered clouds,PT
429,axim,4.8699,-2.2405,79.34,87,62,6.76,broken clouds,GH
430,ayagoz,47.9714,80.4392,74.77,40,84,19.04,broken clouds,KZ
431,vila franca do campo,37.7167,-25.4333,57.61,82,28,4.14,scattered clouds,PT
432,jaciara,-15.9653,-54.9683,70.84,56,0,1.7,clear sky,BR
433,moratuwa,6.773,79.8816,80.62,89,100,10.29,overcast clouds,LK
434,petropavlovsk-kamchatskiy,53.0452,158.6483,70.39,33,50,7.52,scattered clouds,RU
435,ambilobe,-13.2,49.05,67.37,87,24,2.89,few clouds,MG
436,pasni,25.2631,63.471,84.58,75,84,9.17,broken clouds,PK
437,zapadnaya dvina,56.259,32.0745,48.87,86,56,4.61,broken clouds,RU
438,nizhnyaya omka,55.4338,74.9426,50.34,80,100,12.5,light rain,RU
439,enna,37.5588,14.2892,62.06,65,2,5.99,clear sky,IT
440,korla,41.7597,86.1469,86.45,16,100,1.34,overcast clouds,CN
441,turan,16.0678,108.2208,96.78,46,20,4.61,few clouds,VN
442,sept-iles,50.2001,-66.3821,52.05,85,100,3.0,overcast clouds,CA
443,nueva guinea,11.6876,-84.4562,74.59,91,24,6.38,few clouds,NI
444,coolum beach,-26.5333,153.1,70.11,63,22,10.13,few clouds,AU
445,tommot,58.9564,126.2925,73.36,39,17,1.83,few clouds,RU
446,salalah,17.0151,54.0924,77.27,80,100,2.1,overcast clouds,OM
447,kysyl-syr,63.8986,122.7617,82.35,26,59,8.41,broken clouds,RU
448,dutse,11.7594,9.3392,82.63,49,26,12.97,scattered clouds,NG
449,ngaoundere,7.3167,13.5833,63.07,87,42,3.38,scattered clouds,CM
450,lebanon,36.2081,-86.2911,70.79,86,1,0.0,clear sky,US
451,nizhniy ingash,56.2,96.53,62.47,88,99,3.18,light rain,RU
452,cherskiy,68.75,161.3,67.95,25,98,2.82,overcast clouds,RU
453,diffa,13.3154,12.6113,89.82,21,94,5.37,overcast clouds,NE
454,chenghai,23.4632,116.768,86.59,68,100,5.26,overcast clouds,CN
455,sovetskiy,61.3614,63.5842,42.39,45,0,5.46,clear sky,RU
456,turayf,31.6725,38.6637,68.7,30,0,10.02,clear sky,SA
457,north platte,41.1239,-100.7654,79.32,42,1,8.01,clear sky,US
458,kalemie,-5.9475,29.1947,70.65,75,36,1.25,light rain,CD
459,colares,38.7992,-9.4469,58.44,71,82,15.99,broken clouds,PT
460,samarai,-10.6167,150.6667,80.02,85,99,10.2,moderate rain,PG
461,vostok,46.4856,135.8833,47.89,99,100,1.9,light rain,RU
462,yagodnoye,62.55,149.6667,54.93,42,85,4.27,overcast clouds,RU
463,artesia,33.8658,-118.0831,84.63,75,75,8.01,broken clouds,US
464,kalengwa,-13.4659,25.0027,50.77,57,6,5.17,clear sky,ZM
465,cayenne,4.9333,-52.3333,77.09,89,75,8.34,moderate rain,GF
466,itum-kale,42.7356,45.5758,54.3,94,31,1.34,scattered clouds,RU
467,kuna,43.4918,-116.4201,97.88,20,1,16.11,light rain,US
468,ico,-6.4011,-38.8622,80.53,51,100,5.46,overcast clouds,BR
469,komatipoort,-25.4332,31.9548,61.05,79,100,15.55,light rain,ZA
470,calvinia,-31.4707,19.776,45.66,51,97,7.31,overcast clouds,ZA
471,paamiut,61.994,-49.6678,35.76,75,5,7.65,clear sky,GL
472,vilhena,-12.7406,-60.1458,69.19,58,2,3.62,clear sky,BR
473,okha,53.5739,142.9478,40.35,97,100,12.86,light rain,RU
474,camacha,33.0833,-16.3333,61.56,63,20,8.05,few clouds,PT
475,wodonga,-36.1167,146.8833,56.97,97,90,8.05,overcast clouds,AU
476,tambopata,-12.7333,-69.1833,70.12,98,100,2.06,overcast clouds,PE
477,oudtshoorn,-33.5907,22.2014,48.56,63,85,4.14,overcast clouds,ZA
478,coquimbo,-29.9533,-71.3436,58.33,90,75,5.57,broken clouds,CL
479,concepcion,-36.827,-73.0498,56.62,96,100,2.13,overcast clouds,CL
480,verkhnyaya inta,65.9811,60.3094,45.05,65,27,14.81,scattered clouds,RU
481,wilmington,34.2257,-77.9447,75.85,90,100,1.99,overcast clouds,US
482,pilibhit,28.6333,79.8,87.53,42,38,4.25,scattered clouds,IN
483,parana,-31.732,-60.5238,65.55,65,8,8.97,clear sky,AR
484,magog,45.2668,-72.1491,65.23,99,100,2.91,overcast clouds,CA
485,bouar,5.934,15.596,63.84,97,86,0.76,light rain,CF
486,nalut,30.3333,10.85,78.85,40,100,13.85,overcast clouds,LY
487,stepnogorsk,52.3544,71.8869,56.34,76,76,12.12,broken clouds,KZ
488,ossora,59.2353,163.0719,50.67,66,58,5.28,broken clouds,RU
489,roald,62.5833,6.1333,57.99,67,75,8.05,broken clouds,NO
490,kaitangata,-46.2817,169.8464,54.86,67,44,2.73,scattered clouds,NZ
491,abu samrah,35.3029,37.1841,61.23,76,0,6.78,clear sky,SY
492,quesnel,52.9999,-122.5029,76.06,41,83,2.46,broken clouds,CA
493,yumen,40.2833,97.2,81.23,7,0,14.83,clear sky,CN
494,kharan,28.5833,65.4167,89.31,38,0,2.21,clear sky,PK
495,srandakan,-7.9386,110.2506,68.74,70,15,3.24,few clouds,ID
496,jinchang,38.4953,102.1739,73.92,6,0,6.73,clear sky,CN
497,labuhan,-6.8844,112.2051,84.96,71,79,10.63,broken clouds,ID
498,touros,-5.1989,-35.4608,74.3,81,1,10.0,clear sky,BR
499,moussoro,13.6408,16.4901,90.41,31,70,5.61,broken clouds,TD
500,rawson,-43.3002,-65.1023,45.77,89,23,10.31,few clouds,AR
501,ironton,38.5368,-82.6829,68.29,92,93,4.38,overcast clouds,US
502,kaihua,23.3687,104.28,61.16,78,100,7.9,overcast clouds,CN
503,vaasa,63.096,21.6158,50.02,87,0,1.14,clear sky,FI
504,zhangjiakou,40.81,114.8794,63.91,40,22,19.95,few clouds,CN
505,sumkino,58.1108,68.3244,41.67,55,5,13.6,clear sky,RU
506,sahuaripa,29.05,-109.2333,92.59,12,52,8.52,broken clouds,MX
507,fort-shevchenko,44.5086,50.263,71.15,62,10,15.05,clear sky,KZ
508,fortuna,40.5982,-124.1573,77.18,69,90,1.01,overcast clouds,US
509,dawlatabad,36.4141,64.9053,89.56,14,0,2.89,clear sky,AF
510,meulaboh,4.1363,96.1285,79.99,86,94,2.26,light rain,ID
511,nola,40.922,14.5329,69.93,78,4,0.58,clear sky,IT
512,palmares do sul,-30.2578,-50.5097,58.28,92,0,9.82,clear sky,BR
513,banda aceh,5.5577,95.3222,83.1,78,97,10.2,overcast clouds,ID
514,san quintin,30.4833,-115.95,65.01,75,1,7.61,clear sky,MX
515,nemetker,46.7164,18.7631,54.57,73,0,0.43,clear sky,HU
516,berlevag,70.8578,29.0864,50.49,70,11,11.86,few clouds,NO
517,chunskiy,56.0815,99.6342,72.64,45,76,5.77,broken clouds,RU
518,muros,42.7762,-9.0603,53.83,92,66,5.77,broken clouds,ES
519,gbadolite,4.2833,21.0167,68.99,96,100,2.73,moderate rain,CD
520,saint-pierre,-21.3393,55.4781,71.24,65,40,8.05,scattered clouds,RE
521,aleksandrov gay,50.147,48.5704,55.78,93,98,16.28,overcast clouds,RU
522,moron,-34.6534,-58.6198,62.78,77,75,4.0,broken clouds,AR
523,karymskoye,51.6167,114.35,69.33,39,8,8.32,clear sky,RU
524,goderich,43.7501,-81.7165,65.03,78,1,8.86,clear sky,CA
525,puebloviejo,10.9938,-74.2844,81.59,77,99,7.16,overcast clouds,CO
526,mookane,-23.688,26.6595,48.24,69,6,4.5,clear sky,BW
527,moanda,-1.5575,13.2178,70.72,88,10,2.44,clear sky,GA
528,nogent-le-rotrou,48.3333,1.0,60.8,99,100,7.2,light rain,FR
529,kieta,-6.2167,155.6333,83.25,76,100,3.87,overcast clouds,PG
530,comodoro rivadavia,-45.8667,-67.5,46.15,70,5,11.41,clear sky,AR
531,alugan,12.2188,125.4808,84.88,66,98,3.29,overcast clouds,PH
532,lake havasu city,34.4839,-114.3224,106.25,9,1,7.0,clear sky,US
533,jiwani,25.05,61.7417,84.56,79,96,11.9,overcast clouds,PK
534,leshukonskoye,64.8989,45.7622,58.48,67,53,4.99,broken clouds,RU
535,gombong,-7.6072,109.5142,84.83,74,73,1.3,broken clouds,ID
536,santa cruz,-17.8,-63.1667,75.6,66,90,5.75,overcast clouds,BO
537,togitsu,32.8333,129.85,67.98,93,100,7.99,light rain,JP
538,batagay-alyta,67.8006,130.4114,74.86,24,100,18.7,overcast clouds,RU
539,ranong,9.9658,98.6348,84.6,76,32,3.94,scattered clouds,TH
540,tautira,-17.7333,-149.15,80.62,82,32,16.15,light rain,PF
541,pimentel,-6.8367,-79.9342,66.0,83,11,1.01,few clouds,PE
542,ahome,25.9167,-109.1833,85.14,57,0,3.0,clear sky,MX
543,vizinga,61.0749,50.1031,53.17,66,8,2.8,clear sky,RU
544,akhtubinsk,48.2795,46.1722,56.28,95,27,10.27,scattered clouds,RU
545,cabo san lucas,22.8909,-109.9124,89.51,54,0,11.05,clear sky,MX
546,ukiah,39.1502,-123.2078,96.12,40,8,7.67,clear sky,US
547,hasaki,35.7333,140.8333,71.19,87,100,29.57,moderate rain,JP
548,saint-joseph,-21.3667,55.6167,70.16,75,20,13.47,light rain,RE
549,harnosand,62.6323,17.9379,50.0,75,91,3.24,overcast clouds,SE
550,sidhauli,27.2833,80.8333,78.69,32,2,4.18,clear sky,IN
551,nahariyya,33.0059,35.0941,71.51,86,0,1.72,clear sky,IL
552,xining,36.6167,101.7667,60.75,21,0,2.59,clear sky,CN
553,havre,49.5833,0.3333,55.49,93,90,2.73,overcast clouds,FR
554,puerto leguizamo,-0.1934,-74.7819,72.61,98,68,1.48,broken clouds,CO
555,ahvaz,31.3203,48.6693,88.59,12,0,12.28,clear sky,IR
556,canutama,-6.5339,-64.3831,75.43,67,43,2.46,scattered clouds,BR
557,clarence town,-32.5833,151.7833,69.85,54,1,11.81,clear sky,AU
558,ginir,7.1333,40.7,55.18,83,84,4.12,broken clouds,ET
559,teya,60.3778,92.6267,48.2,56,100,5.7,overcast clouds,RU
560,yamada,39.4667,141.95,62.78,97,100,26.28,light rain,JP
561,chalus,36.655,51.4204,70.48,87,75,6.46,broken clouds,IR
562,sola,-13.8833,167.55,79.52,76,83,16.4,broken clouds,VU
563,igrim,63.1906,64.4162,40.33,57,70,7.36,broken clouds,RU
564,golyshmanovo,56.3979,68.3728,42.91,61,27,17.0,scattered clouds,RU
565,camaguey,21.3808,-77.9169,73.8,90,15,8.19,few clouds,CU
566,ulladulla,-35.35,150.4667,64.09,54,17,3.31,few clouds,AU
567,kholodnyy,62.7167,147.95,56.64,36,68,4.52,broken clouds,RU
568,marquette,46.5333,-87.6335,63.84,80,96,3.53,overcast clouds,US
569,shiloh,38.5614,-89.8973,74.08,70,1,0.0,clear sky,US
570,cozumel,20.5083,-86.9458,80.11,86,40,1.99,scattered clouds,MX
571,willowmore,-33.2926,23.4895,42.94,73,100,3.24,overcast clouds,ZA
572,luganville,-15.5333,167.1667,79.47,74,89,9.22,overcast clouds,VU
573,nelson bay,-32.7167,152.15,66.78,67,1,3.0,clear sky,AU
574,damascus,33.5102,36.2913,57.34,42,0,1.48,clear sky,SY
575,oranjemund,-28.55,16.4333,63.77,37,12,11.43,few clouds,NA
576,kanniyakumari,8.0833,77.5667,81.95,78,100,15.97,overcast clouds,IN
577,nongstoin,25.5167,91.2667,71.78,79,10,4.74,light rain,IN
578,melipilla,-33.7,-71.2167,68.41,63,100,1.5,overcast clouds,CL
579,eureka,40.8021,-124.1637,62.2,81,79,5.99,broken clouds,US
580,ponnampet,12.15,75.9333,71.01,93,100,2.39,light rain,IN
581,kot samaba,28.5522,70.4684,90.66,43,1,3.96,clear sky,PK
582,pedasi,7.5333,-80.0333,80.71,79,100,3.11,overcast clouds,PA
583,bambanglipuro,-7.95,110.2833,68.61,70,14,3.15,few clouds,ID
584,havoysund,70.9963,24.6622,50.88,86,6,17.0,clear sky,NO
585,isangel,-19.55,169.2667,77.02,61,68,12.88,broken clouds,VU
586,hamilton,39.1834,-84.5333,65.25,96,75,1.01,broken clouds,US
587,deer lake,49.1667,-57.4316,56.57,66,100,4.52,overcast clouds,CA
588,methoni,36.8197,21.7049,67.21,69,0,9.82,clear sky,GR
589,terenos,-20.4422,-54.8603,78.03,41,95,6.44,overcast clouds,BR
590,namtsy,62.7161,129.6658,77.11,30,15,7.05,few clouds,RU
591,san policarpo,12.1791,125.5072,84.6,68,98,3.42,overcast clouds,PH
592,prokudskoye,55.0089,82.4574,54.3,76,0,5.79,clear sky,RU
593,ashford,51.1459,0.8728,61.0,88,24,5.55,few clouds,GB
594,nyurba,63.2842,118.3319,81.39,27,68,7.9,broken clouds,RU
595,peniche,39.3558,-9.3811,58.73,80,79,20.92,broken clouds,PT
596,ongandjera,-17.8833,15.0667,53.49,22,0,10.54,clear sky,NA
597,dehloran,32.6941,47.2679,89.49,10,0,9.17,clear sky,IR
598,uong bi,21.0333,106.7833,80.58,72,100,5.86,moderate rain,VN
599,padang,-0.9492,100.3543,83.03,74,100,1.05,moderate rain,ID
600,ankang,32.68,109.0172,72.84,49,3,2.82,clear sky,CN
601,mitu,1.1983,-70.1733,72.18,98,66,0.92,broken clouds,CO
602,nagapattinam,10.7667,79.8333,84.74,74,100,2.93,overcast clouds,IN
603,nanhai,30.1282,111.7784,76.77,53,75,3.42,broken clouds,CN
604,avera,33.194,-82.5271,78.85,80,63,7.27,broken clouds,US
605,juegang,32.3174,121.1855,75.38,48,49,7.25,scattered clouds,CN
606,iberia,29.9502,-91.7507,75.18,94,1,3.96,clear sky,US
607,maues,-3.3836,-57.7186,75.04,92,86,3.44,overcast clouds,BR
608,manzhouli,49.6,117.4333,66.72,41,74,19.98,broken clouds,CN
609,dapaong,10.8639,0.205,82.56,52,2,5.82,clear sky,TG
610,chacabuco,-34.6417,-60.4739,57.79,79,26,8.75,scattered clouds,AR
611,saint-francois,46.4154,3.9054,62.19,97,0,1.14,clear sky,FR
612,porto walter,-8.2686,-72.7439,74.23,91,100,1.77,overcast clouds,BR
613,lumeje,-11.55,20.7833,54.34,55,57,6.62,broken clouds,AO
614,nichinan,31.6,131.3667,76.68,89,100,14.99,light rain,JP
615,sal rei,16.1833,-22.9167,72.16,85,20,19.71,few clouds,CV
616,beloha,-25.1667,45.05,64.67,91,15,6.33,few clouds,MG
617,asadabad,34.7824,48.1185,61.36,26,1,3.09,clear sky,IR
618,tambun,-6.2641,107.0712,89.11,79,20,6.78,haze,ID
619,gumdag,39.2061,54.5906,71.28,75,0,10.16,clear sky,TM
620,zastron,-30.3023,27.084,29.52,81,0,5.26,clear sky,ZA
621,ahuimanu,21.4447,-157.8378,83.75,65,58,13.53,broken clouds,US
622,stromness,58.965,-3.296,52.05,87,66,23.42,broken clouds,GB
623,doka,13.5167,35.7667,78.31,54,14,8.05,few clouds,SD
624,mao,39.8885,4.2658,66.76,94,0,8.05,clear sky,ES
625,ambon,-3.6954,128.1814,84.34,70,40,12.8,scattered clouds,ID
626,port-cartier,50.0334,-66.8654,51.75,96,100,7.31,overcast clouds,CA
627,yermolayevo,52.7167,55.8,57.22,81,100,16.28,overcast clouds,RU
628,pemangkat,1.1667,108.9667,84.97,74,100,3.06,overcast clouds,ID
629,erenhot,43.6475,111.9767,57.85,43,21,14.47,few clouds,CN
630,jalpan,21.2333,-99.4833,71.29,88,100,1.72,overcast clouds,MX
631,abaza,52.655,90.0928,74.66,51,99,3.24,overcast clouds,RU
632,grenada,37.1882,-3.6067,65.1,75,0,1.99,clear sky,ES
633,la grande,45.3246,-118.0877,85.37,68,5,4.27,clear sky,US
634,mankono,8.0586,-6.1897,75.04,83,91,4.79,overcast clouds,CI
635,sao filipe,14.8961,-24.4956,73.04,80,23,13.53,few clouds,CV
636,novyy urgal,51.0736,132.5642,53.01,94,100,4.29,overcast clouds,RU
637,sigulda,57.1519,24.8647,54.32,91,5,3.58,clear sky,LV
638,acapulco,16.8634,-99.8901,84.02,74,75,2.01,broken clouds,MX
639,samfya,-11.3649,29.5565,61.2,83,29,6.64,scattered clouds,ZM
640,kenai,60.5544,-151.2583,50.14,67,84,7.45,broken clouds,US
641,zakopane,49.299,19.9489,39.06,84,7,2.66,clear sky,PL
642,vanderhoof,54.0166,-124.0198,68.22,33,78,9.71,broken clouds,CA
643,xuanhua,40.6103,115.0447,66.04,40,7,22.77,clear sky,CN
644,bayir,37.2687,28.2167,55.92,69,12,5.01,few clouds,TR
645,emerald,-23.5333,148.1667,69.35,58,100,7.29,overcast clouds,AU
646,envira,-7.3,-70.2167,76.86,76,100,0.89,overcast clouds,BR
647,port keats,-14.25,129.55,88.77,43,16,7.56,few clouds,AU
648,gainesville,29.6516,-82.3248,75.54,92,20,3.44,light rain,US
649,sawtell,-30.3833,153.1,69.82,49,0,16.11,clear sky,AU
650,mutare,-18.9707,32.6709,46.94,89,1,3.38,clear sky,ZW
651,sabzevar,36.2126,57.6819,85.59,16,0,7.9,clear sky,IR
652,santa ana,33.7456,-117.8678,84.79,74,20,1.99,few clouds,US
653,acatlan,20.15,-98.45,57.72,93,98,2.35,overcast clouds,MX
654,myski,53.709,87.8014,65.3,92,100,3.49,light rain,RU
655,tual,-5.6667,132.75,81.86,76,48,18.52,scattered clouds,ID
656,ugoofaaru,5.6667,73.0,82.78,70,100,17.6,overcast clouds,MV
